uniform50K,31
circle25K,25000
circle25K_rdm,25000
clustered100K_100c,37
clustered250K_1000c,33
clustered250K_100c,45
clustered250K_10c,82
clustered500K_100c,38
clustered50K_100c,32
normal100K,13
normal250K,18
normal500K,18
normal500K_box_rdm,4
normal50K,15
testpoints,4
testpoints_gp,4
uniform100,13
uniform100K,28
uniform10K,23
uniform250K,33
uniform500K,37
uniform50K,31
